Survived,Pclass,Sex,Age,SibSp,Parch,FamilySize,IsAlone,Fare,Embarked,Deck,HasCabin,TicketGroupSize,TicketPrefix,Title,PassengerId
1,3,male,3.0,1,1,3,0,15.9,S,U,0,2,CA,Master,349
0,3,male,42.0,0,0,1,1,8.6625,S,U,0,1,NUM,Mr,350
0,3,male,23.0,0,0,1,1,9.225,S,U,0,1,NUM,Mr,351
0,1,male,,0,0,1,1,35.0,S,C,1,1,NUM,Mr,352
0,3,male,15.0,1,1,3,0,7.2292,C,U,0,1,NUM,Mr,353
0,3,male,25.0,1,0,2,0,17.8,S,U,0,2,NUM,Mr,354
0,3,male,,0,0,1,1,7.225,C,U,0,1,NUM,Mr,355
0,3,male,28.0,0,0,1,1,9.5,S,U,0,1,NUM,Mr,356
1,1,female,22.0,0,1,2,0,55.0,S,E,1,2,NUM,Miss,357
0,2,female,38.0,0,0,1,1,13.0,S,U,0,1,NUM,Miss,358
1,3,female,,0,0,1,1,7.8792,Q,U,0,1,NUM,Miss,359
1,3,female,,0,0,1,1,7.8792,Q,U,0,1,NUM,Miss,360
0,3,male,40.0,1,4,6,0,27.9,S,U,0,6,NUM,Mr,361
0,2,male,29.0,1,0,2,0,27.7208,C,U,0,1,SCPARIS,Mr,362
0,3,female,45.0,0,1,2,0,14.4542,C,U,0,2,NUM,Mrs,363
0,3,male,35.0,0,0,1,1,7.05,S,U,0,1,SOTONOQ,Mr,364
0,3,male,,1,0,2,0,15.5,Q,U,0,2,NUM,Mr,365
0,3,male,30.0,0,0,1,1,7.25,S,U,0,1,C,Mr,366
1,1,female,60.0,1,0,2,0,75.25,C,D,1,1,NUM,Mrs,367
1,3,female,,0,0,1,1,7.2292,C,U,0,1,NUM,Mrs,368
1,3,female,,0,0,1,1,7.75,Q,U,0,1,NUM,Miss,369
1,1,female,24.0,0,0,1,1,69.3,C,B,1,2,PC,Mrs,370
1,1,male,25.0,1,0,2,0,55.4417,C,E,1,1,NUM,Mr,371
0,3,male,18.0,1,0,2,0,6.4958,S,U,0,1,NUM,Mr,372
0,3,male,19.0,0,0,1,1,8.05,S,U,0,1,NUM,Mr,373
0,1,male,22.0,0,0,1,1,135.6333,C,U,0,3,PC,Mr,374
0,3,female,3.0,3,1,5,0,21.075,S,U,0,4,NUM,Miss,375
1,1,female,,1,0,2,0,82.1708,C,U,0,2,PC,Mrs,376
1,3,female,22.0,0,0,1,1,7.25,S,U,0,1,C,Miss,377
0,1,male,27.0,0,2,3,0,211.5,C,C,1,1,NUM,Mr,378
0,3,male,20.0,0,0,1,1,4.0125,C,U,0,1,NUM,Mr,379
0,3,male,19.0,0,0,1,1,7.775,S,U,0,1,NUM,Mr,380
1,1,female,42.0,0,0,1,1,227.525,C,U,0,4,PC,Miss,381
1,3,female,1.0,0,2,3,0,15.7417,C,U,0,2,NUM,Miss,382
0,3,male,32.0,0,0,1,1,7.925,S,U,0,1,STONO,Mr,383
1,1,female,35.0,1,0,2,0,52.0,S,U,0,2,NUM,Mrs,384
0,3,male,,0,0,1,1,7.8958,S,U,0,1,NUM,Mr,385
0,2,male,18.0,0,0,1,1,73.5,S,U,0,5,SOC,Mr,386
0,3,male,1.0,5,2,8,0,46.9,S,U,0,6,CA,Master,387
1,2,female,36.0,0,0,1,1,13.0,S,U,0,1,NUM,Miss,388
0,3,male,,0,0,1,1,7.7292,Q,U,0,1,NUM,Mr,389
1,2,female,17.0,0,0,1,1,12.0,C,U,0,1,SC,Miss,390
1,1,male,36.0,1,2,4,0,120.0,S,B,1,4,NUM,Mr,391
1,3,male,21.0,0,0,1,1,7.7958,S,U,0,1,NUM,Mr,392
0,3,male,28.0,2,0,3,0,7.925,S,U,0,1,NUM,Mr,393
1,1,female,23.0,1,0,2,0,113.275,C,D,1,3,NUM,Miss,394
1,3,female,24.0,0,2,3,0,16.7,S,G,1,2,PP,Mrs,395
0,3,male,22.0,0,0,1,1,7.7958,S,U,0,1,NUM,Mr,396
0,3,female,31.0,0,0,1,1,7.8542,S,U,0,1,NUM,Miss,397
0,2,male,46.0,0,0,1,1,26.0,S,U,0,2,NUM,Mr,398
0,2,male,23.0,0,0,1,1,10.5,S,U,0,1,NUM,Rare,399
1,2,female,28.0,0,0,1,1,12.65,S,U,0,1,NUM,Mrs,400
1,3,male,39.0,0,0,1,1,7.925,S,U,0,1,STONO,Mr,401
0,3,male,26.0,0,0,1,1,8.05,S,U,0,1,NUM,Mr,402
0,3,female,21.0,1,0,2,0,9.825,S,U,0,1,NUM,Miss,403
0,3,male,28.0,1,0,2,0,15.85,S,U,0,2,STONO,Mr,404
0,3,female,20.0,0,0,1,1,8.6625,S,U,0,1,NUM,Miss,405
0,2,male,34.0,1,0,2,0,21.0,S,U,0,1,NUM,Mr,406
0,3,male,51.0,0,0,1,1,7.75,S,U,0,1,NUM,Mr,407
1,2,male,3.0,1,1,3,0,18.75,S,U,0,3,NUM,Master,408
0,3,male,21.0,0,0,1,1,7.775,S,U,0,1,NUM,Mr,409
0,3,female,,3,1,5,0,25.4667,S,U,0,4,NUM,Miss,410
0,3,male,,0,0,1,1,7.8958,S,U,0,1,NUM,Mr,411
0,3,male,,0,0,1,1,6.8583,Q,U,0,1,NUM,Mr,412
1,1,female,33.0,1,0,2,0,90.0,Q,C,1,2,NUM,Miss,413
0,2,male,,0,0,1,1,0.0,S,U,0,3,NUM,Mr,414
1,3,male,44.0,0,0,1,1,7.925,S,U,0,1,STONO,Mr,415
0,3,female,,0,0,1,1,8.05,S,U,0,1,NUM,Mrs,416
1,2,female,34.0,1,1,3,0,32.5,S,U,0,1,NUM,Mrs,417
1,2,female,18.0,0,2,3,0,13.0,S,U,0,1,NUM,Miss,418
0,2,male,30.0,0,0,1,1,13.0,S,U,0,1,NUM,Mr,419
0,3,female,10.0,0,2,3,0,24.15,S,U,0,3,NUM,Miss,420
0,3,male,,0,0,1,1,7.8958,C,U,0,1,NUM,Mr,421
0,3,male,21.0,0,0,1,1,7.7333,Q,U,0,1,A,Mr,422
0,3,male,29.0,0,0,1,1,7.875,S,U,0,1,NUM,Mr,423
0,3,female,28.0,1,1,3,0,14.4,S,U,0,2,NUM,Mrs,424
0,3,male,18.0,1,1,3,0,20.2125,S,U,0,2,NUM,Mr,425
0,3,male,,0,0,1,1,7.25,S,U,0,1,A,Mr,426
1,2,female,28.0,1,0,2,0,26.0,S,U,0,1,NUM,Mrs,427
1,2,female,19.0,0,0,1,1,26.0,S,U,0,2,NUM,Miss,428
0,3,male,,0,0,1,1,7.75,Q,U,0,1,NUM,Mr,429
1,3,male,32.0,0,0,1,1,8.05,S,E,1,1,SOTONOQ,Mr,430
1,1,male,28.0,0,0,1,1,26.55,S,C,1,1,NUM,Mr,431
1,3,female,,1,0,2,0,16.1,S,U,0,2,NUM,Mrs,432
1,2,female,42.0,1,0,2,0,26.0,S,U,0,1,SCAH,Mrs,433
0,3,male,17.0,0,0,1,1,7.125,S,U,0,1,STONO,Mr,434
0,1,male,50.0,1,0,2,0,55.9,S,E,1,2,NUM,Mr,435
1,1,female,14.0,1,2,4,0,120.0,S,B,1,4,NUM,Miss,436
0,3,female,21.0,2,2,5,0,34.375,S,U,0,4,WC,Miss,437
1,2,female,24.0,2,3,6,0,18.75,S,U,0,3,NUM,Mrs,438
0,1,male,64.0,1,4,6,0,263.0,S,C,1,4,NUM,Mr,439
0,2,male,31.0,0,0,1,1,10.5,S,U,0,1,CA,Mr,440
1,2,female,45.0,1,1,3,0,26.25,S,U,0,3,FCC,Mrs,441
0,3,male,20.0,0,0,1,1,9.5,S,U,0,1,NUM,Mr,442
0,3,male,25.0,1,0,2,0,7.775,S,U,0,1,NUM,Mr,443
1,2,female,28.0,0,0,1,1,13.0,S,U,0,1,NUM,Miss,444
1,3,male,,0,0,1,1,8.1125,S,U,0,1,NUM,Mr,445
1,1,male,4.0,0,2,3,0,81.8583,S,A,1,1,NUM,Master,446
1,2,female,13.0,0,1,2,0,19.5,S,U,0,2,NUM,Miss,447
1,1,male,34.0,0,0,1,1,26.55,S,U,0,1,NUM,Mr,448
1,3,female,5.0,2,1,4,0,19.2583,C,U,0,4,NUM,Miss,449
1,1,male,52.0,0,0,1,1,30.5,S,C,1,1,NUM,Rare,450
0,2,male,36.0,1,2,4,0,27.75,S,U,0,3,CA,Mr,451
0,3,male,,1,0,2,0,19.9667,S,U,0,1,NUM,Mr,452
0,1,male,30.0,0,0,1,1,27.75,C,C,1,1,NUM,Mr,453
1,1,male,49.0,1,0,2,0,89.1042,C,C,1,2,NUM,Mr,454
0,3,male,,0,0,1,1,8.05,S,U,0,1,A,Mr,455
1,3,male,29.0,0,0,1,1,7.8958,C,U,0,1,NUM,Mr,456
0,1,male,65.0,0,0,1,1,26.55,S,E,1,1,NUM,Mr,457
1,1,female,,1,0,2,0,51.8625,S,D,1,1,NUM,Mrs,458
1,2,female,50.0,0,0,1,1,10.5,S,U,0,1,FCC,Miss,459
0,3,male,,0,0,1,1,7.75,Q,U,0,1,NUM,Mr,460
1,1,male,48.0,0,0,1,1,26.55,S,E,1,1,NUM,Mr,461
0,3,male,34.0,0,0,1,1,8.05,S,U,0,1,NUM,Mr,462
0,1,male,47.0,0,0,1,1,38.5,S,E,1,1,NUM,Mr,463
0,2,male,48.0,0,0,1,1,13.0,S,U,0,1,NUM,Mr,464
0,3,male,,0,0,1,1,8.05,S,U,0,1,AS,Mr,465
0,3,male,38.0,0,0,1,1,7.05,S,U,0,1,SOTONOQ,Mr,466
0,2,male,,0,0,1,1,0.0,S,U,0,3,NUM,Mr,467
0,1,male,56.0,0,0,1,1,26.55,S,U,0,1,NUM,Mr,468
0,3,male,,0,0,1,1,7.725,Q,U,0,1,NUM,Mr,469
1,3,female,0.75,2,1,4,0,19.2583,C,U,0,4,NUM,Miss,470
0,3,male,,0,0,1,1,7.25,S,U,0,1,NUM,Mr,471
0,3,male,38.0,0,0,1,1,8.6625,S,U,0,1,NUM,Mr,472
1,2,female,33.0,1,2,4,0,27.75,S,U,0,3,CA,Mrs,473
1,2,female,23.0,0,0,1,1,13.7917,C,D,1,1,SCAHBasle,Mrs,474
0,3,female,22.0,0,0,1,1,9.8375,S,U,0,1,NUM,Miss,475
0,1,male,,0,0,1,1,52.0,S,A,1,2,NUM,Mr,476
0,2,male,34.0,1,0,2,0,21.0,S,U,0,2,NUM,Mr,477
0,3,male,29.0,1,0,2,0,7.0458,S,U,0,1,NUM,Mr,478
0,3,male,22.0,0,0,1,1,7.5208,S,U,0,1,NUM,Mr,479
1,3,female,2.0,0,1,2,0,12.2875,S,U,0,1,NUM,Miss,480
0,3,male,9.0,5,2,8,0,46.9,S,U,0,6,CA,Master,481
0,2,male,,0,0,1,1,0.0,S,U,0,1,NUM,Mr,482
0,3,male,50.0,0,0,1,1,8.05,S,U,0,1,A,Mr,483
1,3,female,63.0,0,0,1,1,9.5875,S,U,0,1,NUM,Mrs,484
1,1,male,25.0,1,0,2,0,91.0792,C,B,1,2,NUM,Mr,485
0,3,female,,3,1,5,0,25.4667,S,U,0,4,NUM,Miss,486
1,1,female,35.0,1,0,2,0,90.0,S,C,1,2,NUM,Mrs,487
0,1,male,58.0,0,0,1,1,29.7,C,B,1,1,NUM,Mr,488
0,3,male,30.0,0,0,1,1,8.05,S,U,0,1,A,Mr,489
1,3,male,9.0,1,1,3,0,15.9,S,U,0,2,CA,Master,490
0,3,male,,1,0,2,0,19.9667,S,U,0,1,NUM,Mr,491
0,3,male,21.0,0,0,1,1,7.25,S,U,0,1,SOTONOQ,Mr,492
0,1,male,55.0,0,0,1,1,30.5,S,C,1,1,NUM,Mr,493
0,1,male,71.0,0,0,1,1,49.5042,C,U,0,1,PC,Mr,494
0,3,male,21.0,0,0,1,1,8.05,S,U,0,1,A,Mr,495
0,3,male,,0,0,1,1,14.4583,C,U,0,2,NUM,Mr,496
1,1,female,54.0,1,0,2,0,78.2667,C,D,1,2,NUM,Miss,497
0,3,male,,0,0,1,1,15.1,S,U,0,1,CA,Mr,498
0,1,female,25.0,1,2,4,0,151.55,S,C,1,4,NUM,Mrs,499
0,3,male,24.0,0,0,1,1,7.7958,S,U,0,1,NUM,Mr,500
0,3,male,17.0,0,0,1,1,8.6625,S,U,0,1,NUM,Mr,501
0,3,female,21.0,0,0,1,1,7.75,Q,U,0,1,NUM,Miss,502
0,3,female,,0,0,1,1,7.6292,Q,U,0,1,NUM,Miss,503
0,3,female,37.0,0,0,1,1,9.5875,S,U,0,1,NUM,Miss,504
1,1,female,16.0,0,0,1,1,86.5,S,B,1,3,NUM,Miss,505
0,1,male,18.0,1,0,2,0,108.9,C,C,1,2,PC,Mr,506
1,2,female,33.0,0,2,3,0,26.0,S,U,0,2,NUM,Mrs,507
1,1,male,,0,0,1,1,26.55,S,U,0,1,NUM,Mr,508
0,3,male,28.0,0,0,1,1,22.525,S,U,0,1,C,Mr,509
1,3,male,26.0,0,0,1,1,56.4958,S,U,0,7,NUM,Mr,510
1,3,male,29.0,0,0,1,1,7.75,Q,U,0,1,NUM,Mr,511
0,3,male,,0,0,1,1,8.05,S,U,0,1,SOTONOQ,Mr,512
1,1,male,36.0,0,0,1,1,26.2875,S,E,1,1,PC,Mr,513
1,1,female,54.0,1,0,2,0,59.4,C,U,0,1,PC,Mrs,514
0,3,male,24.0,0,0,1,1,7.4958,S,U,0,1,NUM,Mr,515
0,1,male,47.0,0,0,1,1,34.0208,S,D,1,1,NUM,Mr,516
1,2,female,34.0,0,0,1,1,10.5,S,F,1,1,CA,Mrs,517
0,3,male,,0,0,1,1,24.15,Q,U,0,3,NUM,Mr,518
1,2,female,36.0,1,0,2,0,26.0,S,U,0,1,NUM,Mrs,519
0,3,male,32.0,0,0,1,1,7.8958,S,U,0,1,NUM,Mr,520
1,1,female,30.0,0,0,1,1,93.5,S,B,1,2,NUM,Miss,521
0,3,male,22.0,0,0,1,1,7.8958,S,U,0,1,NUM,Mr,522
0,3,male,,0,0,1,1,7.225,C,U,0,1,NUM,Mr,523
1,1,female,44.0,0,1,2,0,57.9792,C,B,1,2,NUM,Mrs,524
0,3,male,,0,0,1,1,7.2292,C,U,0,1,NUM,Mr,525
0,3,male,40.5,0,0,1,1,7.75,Q,U,0,1,NUM,Mr,526
1,2,female,50.0,0,0,1,1,10.5,S,U,0,1,WC,Miss,527
0,1,male,,0,0,1,1,221.7792,S,C,1,1,PC,Mr,528
0,3,male,39.0,0,0,1,1,7.925,S,U,0,1,NUM,Mr,529
0,2,male,23.0,2,1,4,0,11.5,S,U,0,1,NUM,Mr,530
1,2,female,2.0,1,1,3,0,26.0,S,U,0,2,NUM,Miss,531
0,3,male,,0,0,1,1,7.2292,C,U,0,1,NUM,Mr,532
0,3,male,17.0,1,1,3,0,7.2292,C,U,0,1,NUM,Mr,533
1,3,female,,0,2,3,0,22.3583,C,U,0,2,NUM,Mrs,534
0,3,female,30.0,0,0,1,1,8.6625,S,U,0,1,NUM,Miss,535
1,2,female,7.0,0,2,3,0,26.25,S,U,0,3,FCC,Miss,536
0,1,male,45.0,0,0,1,1,26.55,S,B,1,1,NUM,Rare,537
1,1,female,30.0,0,0,1,1,106.425,C,U,0,2,PC,Miss,538
0,3,male,,0,0,1,1,14.5,S,U,0,1,NUM,Mr,539
1,1,female,22.0,0,2,3,0,49.5,C,B,1,1,NUM,Miss,540
1,1,female,36.0,0,2,3,0,71.0,S,B,1,2,WEP,Miss,541
0,3,female,9.0,4,2,7,0,31.275,S,U,0,7,NUM,Miss,542
0,3,female,11.0,4,2,7,0,31.275,S,U,0,7,NUM,Miss,543
1,2,male,32.0,1,0,2,0,26.0,S,U,0,2,NUM,Mr,544
0,1,male,50.0,1,0,2,0,106.425,C,C,1,2,PC,Mr,545
0,1,male,64.0,0,0,1,1,26.0,S,U,0,1,NUM,Mr,546
1,2,female,19.0,1,0,2,0,26.0,S,U,0,2,NUM,Mrs,547
1,2,male,,0,0,1,1,13.8625,C,U,0,1,SCPARIS,Mr,548
0,3,male,33.0,1,1,3,0,20.525,S,U,0,3,NUM,Mr,549
1,2,male,8.0,1,1,3,0,36.75,S,U,0,2,CA,Master,550
1,1,male,17.0,0,2,3,0,110.8833,C,C,1,4,NUM,Mr,551
0,2,male,27.0,0,0,1,1,26.0,S,U,0,1,NUM,Mr,552
0,3,male,,0,0,1,1,7.8292,Q,U,0,1,NUM,Mr,553
1,3,male,22.0,0,0,1,1,7.225,C,U,0,1,NUM,Mr,554
1,3,female,22.0,0,0,1,1,7.775,S,U,0,1,NUM,Miss,555
0,1,male,62.0,0,0,1,1,26.55,S,U,0,1,NUM,Mr,556
1,1,female,48.0,1,0,2,0,39.6,C,A,1,1,NUM,Rare,557
0,1,male,,0,0,1,1,227.525,C,U,0,4,PC,Mr,558
1,1,female,39.0,1,1,3,0,79.65,S,E,1,3,NUM,Mrs,559
1,3,female,36.0,1,0,2,0,17.4,S,U,0,1,NUM,Mrs,560
0,3,male,,0,0,1,1,7.75,Q,U,0,1,NUM,Mr,561
0,3,male,40.0,0,0,1,1,7.8958,S,U,0,1,NUM,Mr,562
0,2,male,28.0,0,0,1,1,13.5,S,U,0,1,NUM,Mr,563
0,3,male,,0,0,1,1,8.05,S,U,0,1,SOTONOQ,Mr,564
0,3,female,,0,0,1,1,8.05,S,U,0,1,SOTONOQ,Miss,565
0,3,male,24.0,2,0,3,0,24.15,S,U,0,2,A,Mr,566
0,3,male,19.0,0,0,1,1,7.8958,S,U,0,1,NUM,Mr,567
0,3,female,29.0,0,4,5,0,21.075,S,U,0,4,NUM,Mrs,568
0,3,male,,0,0,1,1,7.2292,C,U,0,1,NUM,Mr,569
1,3,male,32.0,0,0,1,1,7.8542,S,U,0,1,NUM,Mr,570
1,2,male,62.0,0,0,1,1,10.5,S,U,0,1,SWPP,Mr,571
1,1,female,53.0,2,0,3,0,51.4792,S,C,1,1,NUM,Mrs,572
1,1,male,36.0,0,0,1,1,26.3875,S,E,1,1,PC,Mr,573
1,3,female,,0,0,1,1,7.75,Q,U,0,1,NUM,Miss,574
0,3,male,16.0,0,0,1,1,8.05,S,U,0,1,A,Mr,575
0,3,male,19.0,0,0,1,1,14.5,S,U,0,2,NUM,Mr,576
1,2,female,34.0,0,0,1,1,13.0,S,U,0,1,NUM,Miss,577
1,1,female,39.0,1,0,2,0,55.9,S,E,1,2,NUM,Mrs,578
0,3,female,,1,0,2,0,14.4583,C,U,0,1,NUM,Mrs,579
1,3,male,32.0,0,0,1,1,7.925,S,U,0,1,STONO,Mr,580
1,2,female,25.0,1,1,3,0,30.0,S,U,0,1,NUM,Miss,581
1,1,female,39.0,1,1,3,0,110.8833,C,C,1,4,NUM,Mrs,582
0,2,male,54.0,0,0,1,1,26.0,S,U,0,2,NUM,Mr,583
0,1,male,36.0,0,0,1,1,40.125,C,A,1,1,NUM,Mr,584
0,3,male,,0,0,1,1,8.7125,C,U,0,1,NUM,Mr,585
1,1,female,18.0,0,2,3,0,79.65,S,E,1,3,NUM,Miss,586
0,2,male,47.0,0,0,1,1,15.0,S,U,0,1,NUM,Mr,587
1,1,male,60.0,1,1,3,0,79.2,C,B,1,1,NUM,Mr,588
0,3,male,22.0,0,0,1,1,8.05,S,U,0,1,NUM,Mr,589
0,3,male,,0,0,1,1,8.05,S,U,0,1,A,Mr,590
0,3,male,35.0,0,0,1,1,7.125,S,U,0,1,STONO,Mr,591
1,1,female,52.0,1,0,2,0,78.2667,C,D,1,2,NUM,Mrs,592
0,3,male,47.0,0,0,1,1,7.25,S,U,0,1,A,Mr,593
0,3,female,,0,2,3,0,7.75,Q,U,0,1,NUM,Miss,594
0,2,male,37.0,1,0,2,0,26.0,S,U,0,1,SCAH,Mr,595
0,3,male,36.0,1,1,3,0,24.15,S,U,0,3,NUM,Mr,596
1,2,female,,0,0,1,1,33.0,S,U,0,3,NUM,Miss,597
0,3,male,49.0,0,0,1,1,0.0,S,U,0,4,LINE,Mr,598
0,3,male,,0,0,1,1,7.225,C,U,0,1,NUM,Mr,599
1,1,male,49.0,1,0,2,0,56.9292,C,A,1,2,PC,Rare,600
1,2,female,24.0,2,1,4,0,27.0,S,U,0,2,NUM,Mrs,601
0,3,male,,0,0,1,1,7.8958,S,U,0,1,NUM,Mr,602
0,1,male,,0,0,1,1,42.4,S,U,0,1,NUM,Mr,603
0,3,male,44.0,0,0,1,1,8.05,S,U,0,1,NUM,Mr,604
1,1,male,35.0,0,0,1,1,26.55,C,U,0,1,NUM,Mr,605
0,3,male,36.0,1,0,2,0,15.55,S,U,0,1,NUM,Mr,606
0,3,male,30.0,0,0,1,1,7.8958,S,U,0,1,NUM,Mr,607
1,1,male,27.0,0,0,1,1,30.5,S,U,0,1,NUM,Mr,608
1,2,female,22.0,1,2,4,0,41.5792,C,U,0,3,SCParis,Mrs,609
1,1,female,40.0,0,0,1,1,153.4625,S,C,1,3,PC,Miss,610
0,3,female,39.0,1,5,7,0,31.275,S,U,0,7,NUM,Mrs,611
0,3,male,,0,0,1,1,7.05,S,U,0,1,SOTONOQ,Mr,612
1,3,female,,1,0,2,0,15.5,Q,U,0,2,NUM,Miss,613
0,3,male,,0,0,1,1,7.75,Q,U,0,1,NUM,Mr,614
0,3,male,35.0,0,0,1,1,8.05,S,U,0,1,NUM,Mr,615
1,2,female,24.0,1,2,4,0,65.0,S,U,0,2,NUM,Miss,616
0,3,male,34.0,1,1,3,0,14.4,S,U,0,2,NUM,Mr,617
0,3,female,26.0,1,0,2,0,16.1,S,U,0,2,A,Mrs,618
1,2,female,4.0,2,1,4,0,39.0,S,F,1,2,NUM,Miss,619
0,2,male,26.0,0,0,1,1,10.5,S,U,0,1,NUM,Mr,620
0,3,male,27.0,1,0,2,0,14.4542,C,U,0,2,NUM,Mr,621
1,1,male,42.0,1,0,2,0,52.5542,S,D,1,1,NUM,Mr,622
1,3,male,20.0,1,1,3,0,15.7417,C,U,0,2,NUM,Mr,623
0,3,male,21.0,0,0,1,1,7.8542,S,U,0,1,NUM,Mr,624
0,3,male,21.0,0,0,1,1,16.1,S,U,0,2,NUM,Mr,625
0,1,male,61.0,0,0,1,1,32.3208,S,D,1,1,NUM,Mr,626
0,2,male,57.0,0,0,1,1,12.35,Q,U,0,1,NUM,Rare,627
1,1,female,21.0,0,0,1,1,77.9583,S,D,1,3,NUM,Miss,628
0,3,male,26.0,0,0,1,1,7.8958,S,U,0,1,NUM,Mr,629
0,3,male,,0,0,1,1,7.7333,Q,U,0,1,NUM,Mr,630
1,1,male,80.0,0,0,1,1,30.0,S,A,1,1,NUM,Mr,631
0,3,male,51.0,0,0,1,1,7.0542,S,U,0,1,NUM,Mr,632
1,1,male,32.0,0,0,1,1,30.5,C,B,1,1,NUM,Rare,633
0,1,male,,0,0,1,1,0.0,S,U,0,1,NUM,Mr,634
0,3,female,9.0,3,2,6,0,27.9,S,U,0,6,NUM,Miss,635
1,2,female,28.0,0,0,1,1,13.0,S,U,0,1,NUM,Miss,636
0,3,male,32.0,0,0,1,1,7.925,S,U,0,1,STONO,Mr,637
0,2,male,31.0,1,1,3,0,26.25,S,U,0,3,CA,Mr,638
0,3,female,41.0,0,5,6,0,39.6875,S,U,0,6,NUM,Mrs,639
0,3,male,,1,0,2,0,16.1,S,U,0,2,NUM,Mr,640
0,3,male,20.0,0,0,1,1,7.8542,S,U,0,1,NUM,Mr,641
1,1,female,24.0,0,0,1,1,69.3,C,B,1,2,PC,Miss,642
0,3,female,2.0,3,2,6,0,27.9,S,U,0,6,NUM,Miss,643
1,3,male,,0,0,1,1,56.4958,S,U,0,7,NUM,Mr,644
1,3,female,0.75,2,1,4,0,19.2583,C,U,0,4,NUM,Miss,645
1,1,male,48.0,1,0,2,0,76.7292,C,D,1,3,PC,Mr,646
0,3,male,19.0,0,0,1,1,7.8958,S,U,0,1,NUM,Mr,647
1,1,male,56.0,0,0,1,1,35.5,C,A,1,1,NUM,Rare,648
0,3,male,,0,0,1,1,7.55,S,U,0,1,SOPP,Mr,649
1,3,female,23.0,0,0,1,1,7.55,S,U,0,1,CA,Miss,650
0,3,male,,0,0,1,1,7.8958,S,U,0,1,NUM,Mr,651
1,2,female,18.0,0,1,2,0,23.0,S,U,0,2,NUM,Miss,652
0,3,male,21.0,0,0,1,1,8.4333,S,U,0,1,NUM,Mr,653
1,3,female,,0,0,1,1,7.8292,Q,U,0,1,NUM,Miss,654
0,3,female,18.0,0,0,1,1,6.75,Q,U,0,1,NUM,Miss,655
0,2,male,24.0,2,0,3,0,73.5,S,U,0,5,SOC,Mr,656
0,3,male,,0,0,1,1,7.8958,S,U,0,1,NUM,Mr,657
0,3,female,32.0,1,1,3,0,15.5,Q,U,0,2,NUM,Mrs,658
0,2,male,23.0,0,0,1,1,13.0,S,U,0,1,NUM,Mr,659
0,1,male,58.0,0,2,3,0,113.275,C,D,1,3,NUM,Mr,660
1,1,male,50.0,2,0,3,0,133.65,S,U,0,2,PC,Rare,661
0,3,male,40.0,0,0,1,1,7.225,C,U,0,1,NUM,Mr,662
0,1,male,47.0,0,0,1,1,25.5875,S,E,1,1,NUM,Mr,663
0,3,male,36.0,0,0,1,1,7.4958,S,U,0,1,NUM,Mr,664
1,3,male,20.0,1,0,2,0,7.925,S,U,0,1,STONO,Mr,665
0,2,male,32.0,2,0,3,0,73.5,S,U,0,5,SOC,Mr,666
0,2,male,25.0,0,0,1,1,13.0,S,U,0,1,NUM,Mr,667
0,3,male,,0,0,1,1,7.775,S,U,0,1,NUM,Mr,668
0,3,male,43.0,0,0,1,1,8.05,S,U,0,1,A,Mr,669
1,1,female,,1,0,2,0,52.0,S,C,1,2,NUM,Mrs,670
1,2,female,40.0,1,1,3,0,39.0,S,U,0,2,NUM,Mrs,671
0,1,male,31.0,1,0,2,0,52.0,S,B,1,1,FC,Mr,672
0,2,male,70.0,0,0,1,1,10.5,S,U,0,1,CA,Mr,673
1,2,male,31.0,0,0,1,1,13.0,S,U,0,1,NUM,Mr,674
0,2,male,,0,0,1,1,0.0,S,U,0,1,NUM,Mr,675
0,3,male,18.0,0,0,1,1,7.775,S,U,0,1,NUM,Mr,676
0,3,male,24.5,0,0,1,1,8.05,S,U,0,1,NUM,Mr,677
1,3,female,18.0,0,0,1,1,9.8417,S,U,0,1,NUM,Miss,678
0,3,female,43.0,1,6,8,0,46.9,S,U,0,6,CA,Mrs,679
1,1,male,36.0,0,1,2,0,512.3292,C,B,1,3,PC,Mr,680
0,3,female,,0,0,1,1,8.1375,Q,U,0,1,NUM,Miss,681
1,1,male,27.0,0,0,1,1,76.7292,C,D,1,3,PC,Mr,682
0,3,male,20.0,0,0,1,1,9.225,S,U,0,1,NUM,Mr,683
0,3,male,14.0,5,2,8,0,46.9,S,U,0,6,CA,Mr,684
0,2,male,60.0,1,1,3,0,39.0,S,U,0,2,NUM,Mr,685
0,2,male,25.0,1,2,4,0,41.5792,C,U,0,3,SCParis,Mr,686
0,3,male,14.0,4,1,6,0,39.6875,S,U,0,6,NUM,Mr,687
0,3,male,19.0,0,0,1,1,10.1708,S,U,0,1,NUM,Mr,688
0,3,male,18.0,0,0,1,1,7.7958,S,U,0,1,NUM,Mr,689
1,1,female,15.0,0,1,2,0,211.3375,S,B,1,3,NUM,Miss,690
1,1,male,31.0,1,0,2,0,57.0,S,B,1,2,NUM,Mr,691
1,3,female,4.0,0,1,2,0,13.4167,C,U,0,1,NUM,Miss,692
1,3,male,,0,0,1,1,56.4958,S,U,0,7,NUM,Mr,693
0,3,male,25.0,0,0,1,1,7.225,C,U,0,1,NUM,Mr,694
0,1,male,60.0,0,0,1,1,26.55,S,U,0,1,NUM,Rare,695
0,2,male,52.0,0,0,1,1,13.5,S,U,0,1,NUM,Mr,696
0,3,male,44.0,0,0,1,1,8.05,S,U,0,1,NUM,Mr,697
